,Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,reno,years_of_house,BsmtRms,GrRms
1431,2372,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,525.0,GasA,Gd,Y,SBrkr,0,1092,0.0,0.0,1,1,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,264.0,TA,TA,Y,352,0,0,0,0,0,None,GdPrv,10,2006,WD ,108000,0,34,0.0,9
1432,2282,RL,100.0,25000,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1632.0,GasA,TA,Y,SBrkr,0,1632,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Attchd,Unf,2.0,576.0,TA,TA,P,0,0,0,0,0,0,None,None,6,2007,WD ,143000,0,40,0.0,12
1433,910,RL,102.0,15863,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,7,3,1920,1970,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,Unf,824.0,GasA,Ex,Y,SBrkr,397,3082,1.0,0.0,2,1,5,1,TA,12,Typ,2,TA,Basment,Fin,2.0,672.0,TA,TA,Y,136,63,0,0,0,0,None,None,8,2009,WD ,197000,1,89,1.0,16
1434,1128,FV,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,[0.],Gd,TA,PConc,Gd,TA,No,Unf,Unf,813.0,GasA,Ex,Y,SBrkr,0,1665,0.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,562.0,TA,TA,Y,0,0,0,0,0,0,None,None,5,2008,WD ,205950,0,1,0.0,11
1435,1659,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,702.0,GasA,Gd,Y,SBrkr,0,1743,0.0,1.0,1,2,3,1,TA,7,Typ,1,Gd,Attchd,Unf,2.0,539.0,TA,TA,Y,224,0,0,0,0,0,None,None,6,2007,WD ,175000,0,39,1.0,11
1436,1852,FV,68.0,8010,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1054.0,GasA,Ex,Y,SBrkr,0,2048,1.0,0.0,2,1,3,1,Gd,8,Typ,2,Gd,Detchd,Unf,2.0,552.0,TA,TA,Y,0,48,0,0,180,0,None,None,8,2007,WD ,301000,1,4,1.0,12
1437,456,RL,34.0,5001,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314.0,GasA,Ex,Y,SBrkr,0,1314,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,626.0,TA,TA,Y,172,62,0,0,0,0,None,None,7,2009,WD ,230000,1,2,1.0,9
1438,2410,RL,68.0,3136,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1405.0,GasA,Ex,Y,SBrkr,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,None,None,3,2006,WD ,171750,0,3,0.0,9
1439,1296,RM,60.0,5400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,6,1920,2006,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,Unf,931.0,GasA,TA,Y,SBrkr,0,1027,0.0,1.0,1,0,2,1,Gd,5,Typ,1,TA,None,None,0.0,0.0,None,None,N,0,28,0,0,0,0,None,None,2,2008,WD ,120000,1,88,1.0,7
1440,2682,RM,51.0,6120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,7,1930,1984,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,Unf,741.0,GasA,Gd,Y,SBrkr,0,1324,0.0,0.0,1,0,3,1,Gd,7,Typ,0,None,Detchd,Unf,1.0,180.0,Fa,TA,Y,0,0,55,0,0,0,None,None,2,2006,WD ,110000,1,76,0.0,9
1441,237,RL,65.0,11479,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,1987,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Rec,663.0,GasA,Ex,Y,SBrkr,0,1074,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,1.0,467.0,TA,TA,Y,0,52,52,0,0,0,None,MnPrv,6,2010,WD ,144500,1,60,1.0,8
1442,1666,RL,63.0,9457,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,925.0,GasA,TA,Y,SBrkr,0,1422,1.0,0.0,1,0,3,1,TA,7,Min2,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,252,0,0,0,0,0,None,GdWo,9,2007,WD ,155000,1,37,1.0,9
1443,2666,RM,84.0,11340,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,5,1923,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,1200.0,GasA,TA,Y,FuseA,0,1200,0.0,0.0,1,0,4,1,TA,7,Typ,0,None,Detchd,Unf,1.0,312.0,Fa,Fa,Y,0,0,228,0,0,0,None,None,3,2006,WD ,125000,1,83,0.0,9
1444,662,RL,60.0,7200,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,1910,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,TA,TA,No,Unf,Unf,560.0,GasA,Ex,Y,SBrkr,0,1690,0.0,0.0,2,0,4,1,Gd,5,Typ,0,None,Detchd,Unf,2.0,624.0,TA,TA,Y,0,0,112,0,0,0,None,None,8,2009,WD ,156500,1,99,0.0,8
1445,2490,RL,88.0,8471,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,1977,1995,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,506.0,GasA,TA,Y,SBrkr,0,1212,1.0,0.0,1,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,492.0,TA,TA,Y,292,12,0,0,0,0,None,GdWo,7,2006,WD ,151000,1,29,1.0,8
1446,672,RL,90.0,10454,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1957,1957,Hip,CompShg,Plywood,Plywood,Stone,143.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1105.0,GasA,Gd,Y,FuseA,0,1105,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,None,None,4,2009,WD ,135000,0,52,0.0,7
1447,2915,RM,21.0,1484,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4,4,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,546.0,GasA,TA,Y,SBrkr,0,1092,0.0,0.0,1,1,3,1,TA,5,Typ,0,None,Attchd,Unf,1.0,253.0,TA,Fa,Y,0,0,0,0,0,0,None,None,5,2006,WD ,79400,0,34,0.0,8
1448,452,RL,47.0,6904,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1358.0,GasA,Ex,Y,SBrkr,0,1358,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,None,None,8,2009,WD ,213000,0,4,0.0,9
1449,321,RL,85.0,14191,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,967.0,GasA,Ex,Y,SBrkr,0,1908,0.0,0.0,2,1,4,1,Gd,9,Typ,0,None,Attchd,Fin,2.0,431.0,TA,TA,Y,135,0,0,0,0,0,None,None,4,2010,WD ,202900,0,8,0.0,13
1450,2124,RL,68.0,9531,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,794.0,GasA,Ex,Y,SBrkr,0,1796,1.0,0.0,2,1,3,1,TA,7,Typ,0,None,Attchd,RFn,2.0,546.0,TA,TA,Y,0,36,0,0,0,0,None,MnPrv,5,2007,WD ,211000,0,9,1.0,11
1451,1278,RL,113.0,8513,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,5,1961,1961,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Unf,Unf,1800.0,GasA,TA,N,SBrkr,0,1800,0.0,0.0,2,0,6,2,TA,10,Typ,0,None,None,None,0.0,0.0,None,None,N,0,0,0,0,0,0,None,None,11,2008,WD ,130000,0,47,0.0,14
1452,914,RL,51.0,6171,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,976.0,GasA,Ex,Y,SBrkr,0,1608,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,216.0,Fa,TA,Y,147,16,0,0,0,0,None,MnPrv,10,2009,WD ,137450,1,84,0.0,11
1453,579,RL,68.0,9991,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1281.0,GasA,Ex,Y,SBrkr,0,1620,1.0,0.0,2,0,3,1,TA,8,Min1,1,TA,Attchd,Unf,2.0,490.0,TA,TA,Y,120,78,0,0,0,0,None,GdWo,6,2009,WD ,150000,1,33,1.0,11
1454,1418,RL,60.0,9084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,Fa,Mn,LwQ,Rec,616.0,GasA,TA,N,SBrkr,0,1111,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,200.0,TA,Fa,Y,48,0,0,0,0,0,None,None,3,2008,ConLw,95000,1,67,1.0,7
1455,1166,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,744.0,GasA,Gd,Y,SBrkr,0,1501,0.0,0.0,2,1,3,1,TA,6,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,0,0,None,None,8,2008,WD ,179400,0,9,0.0,10
1456,1797,FV,81.0,10411,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,Gd,TA,None,Unf,Unf,725.0,GasA,Ex,Y,SBrkr,0,1588,0.0,0.0,3,0,3,1,Gd,8,Typ,0,None,Attchd,Unf,2.0,561.0,TA,TA,Y,0,0,0,0,0,0,None,None,7,2007,New,212109,0,0,0.0,12
1457,2568,RL,85.0,8500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,1235.0,GasA,TA,Y,SBrkr,0,1235,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,Attchd,Unf,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,12,2006,WD ,98600,0,45,0.0,8
1458,2075,RL,68.0,17541,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1948,2005,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,CBlock,TA,Gd,Mn,BLQ,Unf,409.0,GasA,Ex,Y,SBrkr,0,1325,0.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Detchd,Unf,2.0,576.0,TA,TA,Y,0,42,0,0,0,0,None,None,7,2007,WD ,216000,1,59,0.0,9
1459,2445,RL,83.0,9545,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,322.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,1160.0,GasA,Ex,Y,SBrkr,0,2234,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,RFn,3.0,768.0,TA,TA,Y,0,50,0,0,0,0,None,None,6,2006,WD ,300000,0,6,1.0,11
1460,229,RL,80.0,14000,Pave,None,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1306.0,GasA,Ex,Y,SBrkr,0,2260,1.0,0.0,2,1,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,533.0,TA,TA,Y,296,44,0,0,0,0,None,None,4,2010,WD ,328000,1,14,1.0,11
1461,1663,RL,70.0,10500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,372.0,GasA,TA,Y,SBrkr,0,1109,0.0,1.0,1,0,3,1,TA,5,Typ,0,None,BuiltIn,Unf,1.0,288.0,TA,TA,Y,35,0,0,0,0,0,None,GdWo,12,2007,WD ,139000,1,36,1.0,7
1462,2727,RL,87.0,13050,Pave,None,Reg,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,Gd,TA,Av,Rec,ALQ,1000.0,GasA,Ex,Y,SBrkr,0,1000,1.0,0.0,1,0,1,1,TA,4,Typ,2,TA,Attchd,Unf,2.0,575.0,TA,TA,Y,238,0,148,0,0,0,None,None,4,2006,WD ,164000,0,43,1.0,6
1463,2226,RM,24.0,1782,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,GLQ,Unf,516.0,GasA,Gd,Y,SBrkr,0,1045,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,462.0,TA,TA,Y,180,0,0,0,0,0,None,MnPrv,12,2007,WD ,123900,0,27,0.0,7
1464,130,RL,50.0,7207,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,858.0,GasA,Gd,Y,SBrkr,0,858,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,None,0.0,0.0,None,None,Y,117,0,0,0,0,0,None,None,2,2010,WD ,116500,1,52,1.0,6
1465,1675,RH,26.0,10943,Pave,None,IR2,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1997,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1405.0,GasA,Ex,Y,SBrkr,0,1337,1.0,0.0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,522.0,TA,TA,Y,0,68,0,0,0,0,None,None,10,2007,WD ,177000,1,10,1.0,8
1466,2038,RM,52.0,4330,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,4,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Rec,ALQ,808.0,GasA,TA,Y,SBrkr,0,1315,1.0,0.0,2,0,3,1,TA,5,Typ,0,None,Detchd,RFn,2.0,436.0,TA,TA,Y,0,0,0,0,0,0,None,None,2,2007,COD,99500,0,49,1.0,8
1467,2416,RL,102.0,11660,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1326.0,GasA,Ex,Y,SBrkr,0,1326,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,Fin,2.0,427.0,TA,TA,Y,100,0,0,0,0,0,None,None,7,2006,New,174190,0,0,0.0,9
1468,2507,FV,30.0,3180,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,600.0,GasA,Ex,Y,SBrkr,80,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,None,Detchd,RFn,2.0,480.0,TA,TA,Y,0,166,0,0,0,0,None,None,6,2006,WD ,151000,0,1,0.0,8
1469,269,RM,68.0,4435,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,848.0,GasA,Ex,Y,SBrkr,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,None,Attchd,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,None,None,4,2010,WD ,143750,0,7,1.0,6
1470,981,RL,50.0,7689,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,BLQ,796.0,GasA,Gd,Y,SBrkr,0,796,0.0,1.0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,336.0,TA,TA,Y,138,0,0,0,0,0,None,MnPrv,7,2009,WD ,131900,0,37,1.0,6
1471,2296,RL,68.0,8286,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,Unf,716.0,GasA,Ex,Y,SBrkr,0,1432,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,531.0,TA,TA,Y,0,136,0,0,240,0,None,GdPrv,6,2007,WD ,157000,0,30,1.0,9
1472,940,RM,59.0,10690,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Fa,No,Rec,Unf,672.0,GasA,Gd,Y,FuseA,0,1344,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,Unf,1.0,468.0,TA,Fa,Y,0,128,218,0,0,0,None,None,7,2009,WD ,147000,1,89,0.0,8
1473,475,RL,71.0,7795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,716.0,GasA,Ex,Y,SBrkr,0,1432,1.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,432.0,TA,TA,Y,100,51,0,0,0,0,None,None,7,2009,WD ,188500,1,5,1.0,10
1474,2404,RL,43.0,7052,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1364.0,GasA,Ex,Y,SBrkr,0,1364,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,None,None,6,2006,WD ,185850,0,1,1.0,9
1475,2491,RL,68.0,9308,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,984.0,GasA,TA,Y,SBrkr,0,984,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,Unf,1.0,310.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,7,2006,WD ,126000,0,41,0.0,7
1476,601,RL,65.0,8125,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,864.0,GasA,Ex,Y,SBrkr,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,None,None,9,2009,WD ,118000,0,50,0.0,7
1477,1640,RL,61.0,8035,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,9,5,2006,2006,Gable,CompShg,MetalSd,MetalSd,BrkFace,165.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,1612.0,GasA,Ex,Y,SBrkr,0,1612,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,556.0,TA,TA,Y,0,164,0,0,0,0,None,None,3,2007,WD ,319900,0,1,1.0,9
1478,2926,RL,37.0,7937,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,1003.0,GasA,TA,Y,SBrkr,0,1003,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,Unf,2.0,588.0,TA,TA,Y,120,0,0,0,0,0,None,GdPrv,3,2006,WD ,142500,0,22,1.0,8
1479,653,RL,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1200.0,GasA,TA,Y,SBrkr,0,1200,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,Fin,1.0,246.0,TA,TA,Y,126,0,0,0,0,0,None,GdWo,8,2009,WD ,129900,0,59,0.0,8
1480,2406,RL,48.0,6955,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1368.0,GasA,Ex,Y,SBrkr,0,1368,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,474.0,TA,TA,Y,132,35,0,0,0,0,None,None,9,2006,New,202500,1,1,0.0,9
1481,2701,RL,100.0,21370,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,Wd Sdng,MetalSd,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,GasA,TA,Y,FuseA,0,1640,0.0,0.0,1,0,3,1,TA,7,Min1,1,Gd,Attchd,RFn,2.0,394.0,TA,TA,Y,0,0,225,0,0,0,None,None,6,2006,WD ,130400,0,56,0.0,9
1482,1472,RM,83.0,10126,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,LwQ,1838.0,GasA,Ex,Y,SBrkr,0,1838,2.0,0.0,2,0,2,2,TA,8,Typ,0,None,Attchd,Unf,3.0,721.0,TA,TA,Y,160,67,0,0,0,0,None,None,7,2008,WD ,185000,1,11,2.0,12
